"","presence","year","julianday","tideangle_deg","mh","mon","Per2","Per4","Time6","Tide4"
"29610",0,2013,347,316,8,12,"RestOfYear","RestOfYear","AM2","1"
"26289",0,2013,206,241,23,7,"RestOfYear","RestOfYear","MNight","4"
"11240",1,2011,109,263,10,4,"RestOfYear","RestOfYear","AM2","4"
"11839",0,2011,134,335,9,5,"MayJun","MayJun1","AM2","1"
"43352",0,2015,199,329,1,7,"RestOfYear","RestOfYear","MNight","1"
"27766",0,2013,269,217,12,9,"RestOfYear","RestOfYear","MDay","3"
"1341",0,2010,57,304,21,2,"RestOfYear","RestOfYear","PM2","4"
"10818",0,2011,91,249,20,4,"RestOfYear","RestOfYear","PM2","4"
"24424",0,2013,128,195,6,5,"MayJun","MayJun1","AM1","3"
"13962",0,2011,223,255,20,8,"RestOfYear","RestOfYear","PM2","4"
"43179",0,2015,191,13,20,7,"RestOfYear","RestOfYear","PM2","1"
"45040",0,2015,269,307,9,9,"RestOfYear","RestOfYear","AM2","4"
"41551",1,2015,122,5,24,5,"MayJun","MayJun1","MNight","1"
"14606",0,2011,250,206,16,9,"RestOfYear","RestOfYear","PM1","3"
"42902",0,2015,179,290,7,6,"MayJun","MayJun3","AM2","4"
"273",0,2010,13,282,9,1,"RestOfYear","RestOfYear","AM2","4"
"11080",1,2011,102,333,18,4,"RestOfYear","RestOfYear","PM1","1"
"14625",0,2011,251,34,11,9,"RestOfYear","RestOfYear","MDay","1"
"33021",0,2014,126,207,12,5,"MayJun","MayJun1","MDay","3"
"13293",0,2011,195,316,23,7,"RestOfYear","RestOfYear","MNight","1"
"3294",0,2010,140,66,7,5,"MayJun","MayJun1","AM2","2"
"7636",1,2010,323,194,5,11,"RestOfYear","RestOfYear","AM1","3"
"16859",0,2011,352,68,8,12,"RestOfYear","RestOfYear","AM2","2"
"9979",0,2011,56,59,20,2,"RestOfYear","RestOfYear","PM2","2"
"20448",0,2012,201,124,17,7,"RestOfYear","RestOfYear","PM1","2"
"1344",0,2010,57,28,24,2,"RestOfYear","RestOfYear","MNight","1"
"6965",0,2010,295,186,6,10,"RestOfYear","RestOfYear","AM1","3"
"16548",0,2011,339,13,9,12,"RestOfYear","RestOfYear","AM2","1"
"37486",0,2014,313,330,13,11,"RestOfYear","RestOfYear","MDay","1"
"17441",0,2012,11,5,14,1,"RestOfYear","RestOfYear","MDay","1"
"11492",0,2011,119,341,22,4,"RestOfYear","RestOfYear","PM2","1"
"22920",1,2012,304,123,17,10,"RestOfYear","RestOfYear","PM1","2"
"16601",0,2011,341,106,14,12,"RestOfYear","RestOfYear","MDay","2"
"13483",0,2011,203,110,21,7,"RestOfYear","RestOfYear","PM2","2"
"10036",0,2011,59,219,5,2,"RestOfYear","RestOfYear","AM1","3"
"41370",0,2015,115,176,11,4,"RestOfYear","RestOfYear","MDay","3"
"17767",0,2012,25,64,4,1,"RestOfYear","RestOfYear","AM1","2"
"40471",0,2015,76,19,23,3,"RestOfYear","RestOfYear","MNight","1"
"34499",0,2014,189,178,2,7,"RestOfYear","RestOfYear","MNight","3"
"28027",0,2013,280,220,9,10,"RestOfYear","RestOfYear","AM2","3"
"12341",0,2011,155,154,7,6,"MayJun","MayJun2","AM2","3"
"7673",1,2010,324,187,18,11,"RestOfYear","RestOfYear","PM1","3"
"21467",0,2012,244,119,4,9,"RestOfYear","RestOfYear","AM1","2"
"45375",1,2015,284,250,8,10,"RestOfYear","RestOfYear","AM2","4"
"28674",0,2013,307,241,8,11,"RestOfYear","RestOfYear","AM2","4"
"13836",0,2011,218,263,14,8,"RestOfYear","RestOfYear","MDay","4"
"26735",1,2013,226,232,13,8,"RestOfYear","RestOfYear","MDay","4"
"13770",0,2011,215,141,20,8,"RestOfYear","RestOfYear","PM2","3"
"28351",0,2013,293,223,21,10,"RestOfYear","RestOfYear","PM2","3"
"42322",0,2015,155,52,3,6,"MayJun","MayJun2","AM1","2"
"40724",0,2015,87,163,12,3,"RestOfYear","RestOfYear","MDay","3"
"5100",1,2010,216,199,13,8,"RestOfYear","RestOfYear","MDay","3"
"29302",1,2013,334,54,12,11,"RestOfYear","RestOfYear","MDay","2"
"14390",0,2011,241,97,16,8,"RestOfYear","RestOfYear","PM1","2"
"37252",1,2014,303,65,19,10,"RestOfYear","RestOfYear","PM2","2"
"5952",1,2010,252,16,1,9,"RestOfYear","RestOfYear","MNight","1"
"17282",0,2012,4,67,23,1,"RestOfYear","RestOfYear","MNight","2"
"4758",1,2010,202,322,7,7,"RestOfYear","RestOfYear","AM2","1"
"5232",1,2010,222,28,1,8,"RestOfYear","RestOfYear","MNight","1"
"16076",0,2011,319,61,17,11,"RestOfYear","RestOfYear","PM1","2"
"20588",0,2012,207,253,13,7,"RestOfYear","RestOfYear","MDay","4"
"17643",0,2012,19,80,24,1,"RestOfYear","RestOfYear","MNight","2"
"8599",0,2010,363,46,8,12,"RestOfYear","RestOfYear","AM2","2"
"30311",0,2014,11,118,13,1,"RestOfYear","RestOfYear","MDay","2"
"27576",0,2013,261,68,14,9,"RestOfYear","RestOfYear","MDay","2"
"32004",0,2014,82,282,2,3,"RestOfYear","RestOfYear","MNight","4"
"38522",0,2014,360,71,18,12,"RestOfYear","RestOfYear","PM1","2"
"42651",1,2015,168,199,20,6,"MayJun","MayJun3","PM2","3"
"19362",0,2012,155,352,11,6,"MayJun","MayJun2","MDay","1"
"6882",1,2010,291,249,19,10,"RestOfYear","RestOfYear","PM2","4"
"44372",0,2015,241,25,13,8,"RestOfYear","RestOfYear","MDay","1"
"17775",0,2012,25,294,12,1,"RestOfYear","RestOfYear","MDay","4"
"8123",0,2010,343,270,12,12,"RestOfYear","RestOfYear","MDay","4"
"44896",0,2015,263,139,9,9,"RestOfYear","RestOfYear","AM2","3"
"6616",0,2010,279,165,17,10,"RestOfYear","RestOfYear","PM1","3"
"47121",1,2015,357,115,2,12,"RestOfYear","RestOfYear","MNight","2"
"1381",0,2010,59,29,13,2,"RestOfYear","RestOfYear","MDay","1"
"21668",0,2012,252,237,13,9,"RestOfYear","RestOfYear","MDay","4"
"35506",0,2014,231,189,1,8,"RestOfYear","RestOfYear","MNight","3"
"28294",0,2013,291,0,12,10,"RestOfYear","RestOfYear","MDay","1"
"35260",0,2014,220,250,19,8,"RestOfYear","RestOfYear","PM2","4"
"10016",0,2011,58,42,9,2,"RestOfYear","RestOfYear","AM2","1"
"36535",0,2014,273,171,22,9,"RestOfYear","RestOfYear","PM2","3"
"234",1,2010,11,241,18,1,"RestOfYear","RestOfYear","PM1","4"
"24449",1,2013,129,209,7,5,"MayJun","MayJun1","AM2","3"
"33556",0,2014,148,197,19,5,"MayJun","MayJun2","PM2","3"
"17218",0,2012,2,19,7,1,"RestOfYear","RestOfYear","AM2","1"
"18643",0,2012,125,41,12,5,"MayJun","MayJun1","MDay","1"
"16375",0,2011,332,49,4,11,"RestOfYear","RestOfYear","AM1","2"
"9353",0,2011,29,276,18,1,"RestOfYear","RestOfYear","PM1","4"
"28655",0,2013,306,44,13,11,"RestOfYear","RestOfYear","MDay","1"
"16723",1,2011,346,74,16,12,"RestOfYear","RestOfYear","PM1","2"
"30215",0,2014,7,238,13,1,"RestOfYear","RestOfYear","MDay","4"
"6355",0,2010,268,185,20,9,"RestOfYear","RestOfYear","PM2","3"
"11006",0,2011,99,8,16,4,"RestOfYear","RestOfYear","PM1","1"
"17015",0,2011,358,232,20,12,"RestOfYear","RestOfYear","PM2","4"
"26614",0,2013,221,299,12,8,"RestOfYear","RestOfYear","MDay","4"
"8313",0,2010,351,22,10,12,"RestOfYear","RestOfYear","AM2","1"
"535",0,2010,24,27,7,1,"RestOfYear","RestOfYear","AM2","1"
"40402",0,2015,74,209,2,3,"RestOfYear","RestOfYear","MNight","3"
"12574",0,2011,164,40,24,6,"MayJun","MayJun3","MNight","1"
"9450",0,2011,33,202,19,2,"RestOfYear","RestOfYear","PM2","3"
"25311",0,2013,165,43,5,6,"MayJun","MayJun3","AM1","1"
"39569",0,2015,39,181,9,2,"RestOfYear","RestOfYear","AM2","3"
"16529",0,2011,338,182,14,12,"RestOfYear","RestOfYear","MDay","3"
"5440",0,2010,230,292,17,8,"RestOfYear","RestOfYear","PM1","4"
"29438",1,2013,340,42,4,12,"RestOfYear","RestOfYear","AM1","1"
"22298",0,2012,278,123,19,10,"RestOfYear","RestOfYear","PM2","2"
"7724",1,2010,326,240,21,11,"RestOfYear","RestOfYear","PM2","4"
"982",0,2010,42,312,22,2,"RestOfYear","RestOfYear","PM2","4"
"34408",1,2014,185,76,7,7,"RestOfYear","RestOfYear","AM2","2"
"16850",0,2011,351,174,23,12,"RestOfYear","RestOfYear","MNight","3"
"6531",0,2010,276,253,4,10,"RestOfYear","RestOfYear","AM1","4"
"15417",0,2011,284,326,11,10,"RestOfYear","RestOfYear","MDay","1"
"32148",0,2014,88,84,2,3,"RestOfYear","RestOfYear","MNight","2"
"23287",1,2012,320,313,24,11,"RestOfYear","RestOfYear","MNight","4"
"39966",0,2015,55,161,22,2,"RestOfYear","RestOfYear","PM2","3"
"45889",0,2015,305,62,18,11,"RestOfYear","RestOfYear","PM1","2"
"5763",0,2010,244,338,4,9,"RestOfYear","RestOfYear","AM1","1"
"42524",0,2015,163,133,13,6,"MayJun","MayJun3","MDay","2"
"36757",1,2014,283,81,4,10,"RestOfYear","RestOfYear","AM1","2"
"39845",0,2015,50,247,21,2,"RestOfYear","RestOfYear","PM2","4"
"40107",0,2015,61,239,19,3,"RestOfYear","RestOfYear","PM2","4"
"42496",1,2015,162,54,9,6,"MayJun","MayJun3","AM2","2"
"5642",0,2010,239,38,3,8,"RestOfYear","RestOfYear","AM1","1"
"13841",0,2011,218,48,19,8,"RestOfYear","RestOfYear","PM2","2"
"31467",0,2014,59,157,17,2,"RestOfYear","RestOfYear","PM1","3"
"24919",0,2013,148,171,21,5,"MayJun","MayJun2","PM2","3"
"12928",1,2011,179,230,18,6,"MayJun","MayJun3","PM1","4"
"3444",0,2010,146,56,13,5,"MayJun","MayJun2","MDay","2"
"34973",1,2014,208,201,20,7,"RestOfYear","RestOfYear","PM2","3"
"23427",1,2012,326,48,20,11,"RestOfYear","RestOfYear","PM2","2"
"25290",0,2013,164,146,8,6,"MayJun","MayJun3","AM2","3"
"25196",0,2013,160,273,10,6,"MayJun","MayJun2","AM2","4"
"31895",0,2014,77,341,13,3,"RestOfYear","RestOfYear","MDay","1"
"9449",0,2011,33,172,18,2,"RestOfYear","RestOfYear","PM1","3"
"38643",1,2014,365,299,19,12,"RestOfYear","RestOfYear","PM2","4"
"24772",0,2013,142,237,18,5,"MayJun","MayJun2","PM1","4"
"35218",0,2014,219,137,1,8,"RestOfYear","RestOfYear","MNight","3"
"1408",0,2010,60,90,16,2,"RestOfYear","RestOfYear","PM1","2"
"18078",0,2012,38,93,3,2,"RestOfYear","RestOfYear","AM1","2"
"8294",0,2010,350,188,15,12,"RestOfYear","RestOfYear","PM1","3"
"13131",1,2011,189,345,5,7,"RestOfYear","RestOfYear","AM1","1"
"15366",0,2011,282,273,8,10,"RestOfYear","RestOfYear","AM2","4"
"18161",1,2012,41,350,14,2,"RestOfYear","RestOfYear","MDay","1"
"11285",1,2011,111,134,7,4,"RestOfYear","RestOfYear","AM2","2"
"33577",1,2014,149,88,16,5,"MayJun","MayJun2","PM1","2"
"26530",1,2013,216,23,24,8,"RestOfYear","RestOfYear","MNight","1"
"26674",1,2013,223,257,24,8,"RestOfYear","RestOfYear","MNight","4"
"40643",0,2015,84,337,3,3,"RestOfYear","RestOfYear","AM1","1"
"40049",0,2015,59,28,9,2,"RestOfYear","RestOfYear","AM2","1"
"22731",0,2012,296,68,20,10,"RestOfYear","RestOfYear","PM2","2"
"17461",0,2012,12,226,10,1,"RestOfYear","RestOfYear","AM2","4"
"23222",0,2012,318,226,7,11,"RestOfYear","RestOfYear","AM2","4"
"30907",0,2014,36,139,9,2,"RestOfYear","RestOfYear","AM2","3"
"8458",0,2010,357,277,11,12,"RestOfYear","RestOfYear","MDay","4"
"40094",0,2015,61,214,6,3,"RestOfYear","RestOfYear","AM1","3"
"8887",0,2011,10,117,8,1,"RestOfYear","RestOfYear","AM2","2"
"22910",0,2012,304,192,7,10,"RestOfYear","RestOfYear","AM2","3"
"11037",1,2011,100,185,23,4,"RestOfYear","RestOfYear","MNight","3"
"17097",0,2011,362,91,6,12,"RestOfYear","RestOfYear","AM1","2"
"12188",0,2011,148,10,22,5,"MayJun","MayJun2","PM2","1"
"31235",0,2014,50,307,1,2,"RestOfYear","RestOfYear","MNight","4"
"42792",1,2015,174,356,17,6,"MayJun","MayJun3","PM1","1"
"46429",0,2015,328,219,6,11,"RestOfYear","RestOfYear","AM1","3"
"16777",0,2011,348,212,22,12,"RestOfYear","RestOfYear","PM2","3"
"46801",0,2015,343,200,18,12,"RestOfYear","RestOfYear","PM1","3"
"35927",1,2014,248,149,14,9,"RestOfYear","RestOfYear","MDay","3"
"12920",0,2011,179,1,10,6,"MayJun","MayJun3","AM2","1"
"9013",1,2011,15,157,14,1,"RestOfYear","RestOfYear","MDay","3"
"23458",0,2012,328,206,3,11,"RestOfYear","RestOfYear","AM1","3"
"33071",1,2014,128,206,14,5,"MayJun","MayJun1","MDay","3"
"24974",1,2013,151,317,4,5,"MayJun","MayJun2","AM1","1"
"20053",0,2012,184,215,6,7,"RestOfYear","RestOfYear","AM1","3"
"16791",0,2011,349,257,12,12,"RestOfYear","RestOfYear","MDay","4"
"34776",1,2014,200,273,15,7,"RestOfYear","RestOfYear","PM1","4"
"2391",0,2010,102,141,16,4,"RestOfYear","RestOfYear","PM1","3"
"32707",1,2014,113,103,10,4,"RestOfYear","RestOfYear","AM2","2"
"40926",1,2015,95,288,23,4,"RestOfYear","RestOfYear","MNight","4"
"24776",1,2013,142,350,22,5,"MayJun","MayJun2","PM2","1"
"1569",0,2010,68,67,9,3,"RestOfYear","RestOfYear","AM2","2"
"14397",1,2011,241,297,23,8,"RestOfYear","RestOfYear","MNight","4"
"17561",0,2012,16,255,14,1,"RestOfYear","RestOfYear","MDay","4"
"10845",1,2011,92,322,23,4,"RestOfYear","RestOfYear","MNight","1"
"110",0,2010,6,276,14,1,"RestOfYear","RestOfYear","MDay","4"
"24833",1,2013,145,203,7,5,"MayJun","MayJun2","AM2","3"
"18881",0,2012,135,89,10,5,"MayJun","MayJun1","AM2","2"
"7262",0,2010,307,144,15,11,"RestOfYear","RestOfYear","PM1","3"
"8717",0,2011,3,189,6,1,"RestOfYear","RestOfYear","AM1","3"
"23795",1,2013,102,346,1,4,"RestOfYear","RestOfYear","MNight","1"
"3874",0,2010,164,301,11,6,"MayJun","MayJun3","MDay","4"
"21563",1,2012,248,45,4,9,"RestOfYear","RestOfYear","AM1","1"
"6813",1,2010,288,118,22,10,"RestOfYear","RestOfYear","PM2","2"
"678",0,2010,30,172,6,2,"RestOfYear","RestOfYear","AM1","3"
"33981",0,2014,166,297,12,6,"MayJun","MayJun3","MDay","4"
"45953",0,2015,308,106,10,11,"RestOfYear","RestOfYear","AM2","2"
"15955",1,2011,314,112,16,11,"RestOfYear","RestOfYear","PM1","2"
"28143",0,2013,285,344,5,10,"RestOfYear","RestOfYear","AM1","1"
"40982",0,2015,98,134,7,4,"RestOfYear","RestOfYear","AM2","2"
"26435",0,2013,213,166,1,8,"RestOfYear","RestOfYear","MNight","3"
"32015",0,2014,82,245,13,3,"RestOfYear","RestOfYear","MDay","4"
"15390",0,2011,283,255,8,10,"RestOfYear","RestOfYear","AM2","4"
"10515",0,2011,79,103,4,3,"RestOfYear","RestOfYear","AM1","2"
"46891",0,2015,347,310,12,12,"RestOfYear","RestOfYear","MDay","4"
"28066",1,2013,281,278,24,10,"RestOfYear","RestOfYear","MNight","4"
"39105",0,2015,20,33,1,1,"RestOfYear","RestOfYear","MNight","1"
"26252",1,2013,205,252,10,7,"RestOfYear","RestOfYear","AM2","4"
"38476",0,2014,358,173,20,12,"RestOfYear","RestOfYear","PM2","3"
"21475",0,2012,244,347,12,9,"RestOfYear","RestOfYear","MDay","1"
"41891",1,2015,137,133,4,5,"MayJun","MayJun1","AM1","2"
"27065",0,2013,240,55,7,8,"RestOfYear","RestOfYear","AM2","2"
"38063",0,2014,341,57,15,12,"RestOfYear","RestOfYear","PM1","2"
"33704",0,2014,154,200,23,6,"MayJun","MayJun2","MNight","3"
"4331",0,2010,184,220,12,7,"RestOfYear","RestOfYear","MDay","3"
"4405",0,2010,187,202,14,7,"RestOfYear","RestOfYear","MDay","3"
"22330",1,2012,280,343,3,10,"RestOfYear","RestOfYear","AM1","1"
"24392",1,2013,126,347,22,5,"MayJun","MayJun1","PM2","1"
"34734",0,2014,198,132,21,7,"RestOfYear","RestOfYear","PM2","2"
"21809",0,2012,258,325,10,9,"RestOfYear","RestOfYear","AM2","1"
"34700",0,2014,197,229,11,7,"RestOfYear","RestOfYear","MDay","4"
"44525",1,2015,247,155,22,9,"RestOfYear","RestOfYear","PM2","3"
"27568",0,2013,261,201,6,9,"RestOfYear","RestOfYear","AM1","3"
"13779",0,2011,216,48,5,8,"RestOfYear","RestOfYear","AM1","2"
"38591",0,2014,363,257,15,12,"RestOfYear","RestOfYear","PM1","4"
"4210",0,2010,179,275,11,6,"MayJun","MayJun3","MDay","4"
"36133",1,2014,257,6,4,9,"RestOfYear","RestOfYear","AM1","1"
"46128",0,2015,315,139,17,11,"RestOfYear","RestOfYear","PM1","3"
"13022",0,2011,183,81,16,7,"RestOfYear","RestOfYear","PM1","2"
"15583",0,2011,291,159,9,10,"RestOfYear","RestOfYear","AM2","3"
"32066",0,2014,84,263,16,3,"RestOfYear","RestOfYear","PM1","4"
"14850",0,2011,260,141,20,9,"RestOfYear","RestOfYear","PM2","3"
"12270",1,2011,152,239,8,6,"MayJun","MayJun2","AM2","4"
"3425",1,2010,145,224,18,5,"MayJun","MayJun2","PM1","3"
"25886",1,2013,189,108,4,7,"RestOfYear","RestOfYear","AM1","2"
"25241",0,2013,162,151,7,6,"MayJun","MayJun3","AM2","3"
"43951",0,2015,223,40,24,8,"RestOfYear","RestOfYear","MNight","1"
"39546",0,2015,38,225,10,2,"RestOfYear","RestOfYear","AM2","3"
"40885",1,2015,94,167,6,4,"RestOfYear","RestOfYear","AM1","3"
"16808",0,2011,350,33,5,12,"RestOfYear","RestOfYear","AM1","1"
"33842",0,2014,160,229,17,6,"MayJun","MayJun2","PM1","4"
"31823",0,2014,74,36,13,3,"RestOfYear","RestOfYear","MDay","1"
"37123",0,2014,298,265,10,10,"RestOfYear","RestOfYear","AM2","4"
"20132",0,2012,187,338,13,7,"RestOfYear","RestOfYear","MDay","1"
"23329",0,2012,322,92,18,11,"RestOfYear","RestOfYear","PM1","2"
"31540",0,2014,62,118,18,3,"RestOfYear","RestOfYear","PM1","2"
"24395",0,2013,127,72,1,5,"MayJun","MayJun1","MNight","2"
"32770",0,2014,116,91,1,4,"RestOfYear","RestOfYear","MNight","2"
"34992",0,2014,209,42,15,7,"RestOfYear","RestOfYear","PM1","1"
"44654",0,2015,253,247,7,9,"RestOfYear","RestOfYear","AM2","4"
"11050",0,2011,101,199,12,4,"RestOfYear","RestOfYear","MDay","3"
"38563",0,2014,362,172,11,12,"RestOfYear","RestOfYear","MDay","3"
"19740",1,2012,171,146,5,6,"MayJun","MayJun3","AM1","3"
"36152",0,2014,257,198,23,9,"RestOfYear","RestOfYear","MNight","3"
"36695",0,2014,280,72,14,10,"RestOfYear","RestOfYear","MDay","2"
"39143",0,2015,21,58,15,1,"RestOfYear","RestOfYear","PM1","2"
"21959",0,2012,264,22,16,9,"RestOfYear","RestOfYear","PM1","1"
"3478",1,2010,147,322,23,5,"MayJun","MayJun2","MNight","1"
"26449",0,2013,213,208,15,8,"RestOfYear","RestOfYear","PM1","3"
"30469",1,2014,18,42,3,1,"RestOfYear","RestOfYear","AM1","1"
"43812",1,2015,218,15,5,8,"RestOfYear","RestOfYear","AM1","1"
"44942",0,2015,265,23,7,9,"RestOfYear","RestOfYear","AM2","1"
"27839",0,2013,272,150,13,9,"RestOfYear","RestOfYear","MDay","3"
"33342",0,2014,139,144,21,5,"MayJun","MayJun1","PM2","3"
"12504",0,2011,162,187,2,6,"MayJun","MayJun3","MNight","3"
"3377",0,2010,143,281,18,5,"MayJun","MayJun2","PM1","4"
"3970",1,2010,168,209,11,6,"MayJun","MayJun3","MDay","3"
"24734",0,2013,141,211,4,5,"MayJun","MayJun2","AM1","3"
"43212",1,2015,193,236,5,7,"RestOfYear","RestOfYear","AM1","4"
"15257",0,2011,277,43,19,10,"RestOfYear","RestOfYear","PM2","1"
"44103",1,2015,230,161,8,8,"RestOfYear","RestOfYear","AM2","3"
"46450",1,2015,329,108,3,11,"RestOfYear","RestOfYear","AM1","2"
"40266",0,2015,68,224,10,3,"RestOfYear","RestOfYear","AM2","3"
"8605",0,2010,363,217,14,12,"RestOfYear","RestOfYear","MDay","3"
"17091",0,2011,361,279,24,12,"RestOfYear","RestOfYear","MNight","4"
"16402",0,2011,333,112,7,11,"RestOfYear","RestOfYear","AM2","2"
"34291",0,2014,179,263,10,6,"MayJun","MayJun3","AM2","4"
"12279",1,2011,152,144,17,6,"MayJun","MayJun2","PM1","3"
"3158",0,2010,134,74,15,5,"MayJun","MayJun1","PM1","2"
"39692",0,2015,44,161,12,2,"RestOfYear","RestOfYear","MDay","3"
"26670",1,2013,223,140,20,8,"RestOfYear","RestOfYear","PM2","3"
"40448",0,2015,75,79,24,3,"RestOfYear","RestOfYear","MNight","2"
"25352",0,2013,166,154,22,6,"MayJun","MayJun3","PM2","3"
"29451",0,2013,340,64,17,12,"RestOfYear","RestOfYear","PM1","2"
"45612",0,2015,294,338,5,10,"RestOfYear","RestOfYear","AM1","1"
"17771",1,2012,25,179,8,1,"RestOfYear","RestOfYear","AM2","3"
"46350",0,2015,324,118,23,11,"RestOfYear","RestOfYear","MNight","2"
"14029",0,2011,226,53,15,8,"RestOfYear","RestOfYear","PM1","2"
"23181",0,2012,316,111,14,11,"RestOfYear","RestOfYear","MDay","2"
"42893",0,2015,178,31,22,6,"MayJun","MayJun3","PM2","1"
"9494",0,2011,35,47,15,2,"RestOfYear","RestOfYear","PM1","2"
"35853",0,2014,245,204,12,9,"RestOfYear","RestOfYear","MDay","3"
"36454",0,2014,270,325,13,9,"RestOfYear","RestOfYear","MDay","1"
"14020",0,2011,226,155,6,8,"RestOfYear","RestOfYear","AM1","3"
"26930",0,2013,234,73,16,8,"RestOfYear","RestOfYear","PM1","2"
"40659",0,2015,84,83,19,3,"RestOfYear","RestOfYear","PM2","2"
"7621",0,2010,322,108,14,11,"RestOfYear","RestOfYear","MDay","2"
"30687",0,2014,27,254,5,1,"RestOfYear","RestOfYear","AM1","4"
"32276",0,2014,95,208,11,4,"RestOfYear","RestOfYear","MDay","3"
"47198",1,2015,360,182,7,12,"RestOfYear","RestOfYear","AM2","3"
"15401",0,2011,283,211,19,10,"RestOfYear","RestOfYear","PM2","3"
"18030",0,2012,36,140,3,2,"RestOfYear","RestOfYear","AM1","3"
"25281",0,2013,163,240,23,6,"MayJun","MayJun3","MNight","4"
"1204",0,2010,52,347,4,2,"RestOfYear","RestOfYear","AM1","1"
"29299",0,2013,334,329,9,11,"RestOfYear","RestOfYear","AM2","1"
"44825",0,2015,260,220,10,9,"RestOfYear","RestOfYear","AM2","3"
"38588",0,2014,363,172,12,12,"RestOfYear","RestOfYear","MDay","3"
"47231",0,2015,361,63,16,12,"RestOfYear","RestOfYear","PM1","2"
"26882",0,2013,232,117,16,8,"RestOfYear","RestOfYear","PM1","2"
"33734",0,2014,156,2,5,6,"MayJun","MayJun2","AM1","1"
"14338",0,2011,239,26,12,8,"RestOfYear","RestOfYear","MDay","1"
"17432",0,2012,11,100,5,1,"RestOfYear","RestOfYear","AM1","2"
"38768",0,2015,5,330,24,1,"RestOfYear","RestOfYear","MNight","1"
"5497",0,2010,233,118,2,8,"RestOfYear","RestOfYear","MNight","2"
"6477",1,2010,273,156,22,9,"RestOfYear","RestOfYear","PM2","3"
"11446",1,2011,117,77,24,4,"RestOfYear","RestOfYear","MNight","2"
"12124",0,2011,146,311,6,5,"MayJun","MayJun2","AM1","4"
"12092",0,2011,144,117,22,5,"MayJun","MayJun2","PM2","2"
"16813",0,2011,350,177,10,12,"RestOfYear","RestOfYear","AM2","3"
"39055",0,2015,17,29,23,1,"RestOfYear","RestOfYear","MNight","1"
"41636",1,2015,126,334,13,5,"MayJun","MayJun1","MDay","1"
"7295",1,2010,308,31,24,11,"RestOfYear","RestOfYear","MNight","1"
"2914",0,2010,124,202,11,5,"MayJun","MayJun1","MDay","3"
"9256",1,2011,25,16,17,1,"RestOfYear","RestOfYear","PM1","1"
"38494",0,2014,359,329,14,12,"RestOfYear","RestOfYear","MDay","1"
"7317",0,2010,309,300,22,11,"RestOfYear","RestOfYear","PM2","4"
"30136",1,2014,4,105,6,1,"RestOfYear","RestOfYear","AM1","2"
"17411",0,2012,10,208,8,1,"RestOfYear","RestOfYear","AM2","3"
"7878",1,2010,333,33,7,11,"RestOfYear","RestOfYear","AM2","1"
"8436",0,2010,356,359,13,12,"RestOfYear","RestOfYear","MDay","1"
"2712",0,2010,116,76,1,4,"RestOfYear","RestOfYear","MNight","2"
"23434",0,2012,327,239,3,11,"RestOfYear","RestOfYear","AM1","4"
"33334",0,2014,139,276,13,5,"MayJun","MayJun1","MDay","4"
"8366",0,2010,353,118,15,12,"RestOfYear","RestOfYear","PM1","2"
"35463",0,2014,229,29,6,8,"RestOfYear","RestOfYear","AM1","1"
"31546",0,2014,62,290,24,3,"RestOfYear","RestOfYear","MNight","4"
"6555",0,2010,277,217,4,10,"RestOfYear","RestOfYear","AM1","3"
"44502",1,2015,246,206,23,9,"RestOfYear","RestOfYear","MNight","3"
"42735",0,2015,172,133,8,6,"MayJun","MayJun3","AM2","2"
"19317",0,2012,153,139,14,6,"MayJun","MayJun2","MDay","3"
"30762",0,2014,30,241,8,2,"RestOfYear","RestOfYear","AM2","4"
"41133",0,2015,105,142,14,4,"RestOfYear","RestOfYear","MDay","3"
"5955",0,2010,252,102,4,9,"RestOfYear","RestOfYear","AM1","2"
"45640",0,2015,295,54,9,10,"RestOfYear","RestOfYear","AM2","2"
"23963",0,2013,109,203,1,4,"RestOfYear","RestOfYear","MNight","3"
"19745",0,2012,171,292,10,6,"MayJun","MayJun3","AM2","4"
"29023",0,2013,321,252,21,11,"RestOfYear","RestOfYear","PM2","4"
